time median 50%_lower 50%_upper 90%_lower 90%_upper
1.97266 -0.00103984 -0.00136825 -0.000712331 -0.00189449 0.000105369
1.97363 0.000868903 0.00052316 0.00120104 -9.0625e-05 0.00174372
1.97461 0.000213042 -8.79386e-05 0.000532141 -0.000730631 0.00107375
1.97559 -0.000729891 -0.00105511 -0.000428003 -0.0015779 0.000240508
1.97656 6.10435e-05 -0.000284746 0.000439157 -0.000877856 0.000963959
1.97754 0.000866974 0.000582547 0.00117132 -0.00022412 0.00170026
1.97852 -0.000777313 -0.00110718 -0.000440846 -0.0016606 0.000170344
1.97949 -0.000366683 -0.000676103 -4.16007e-05 -0.0011947 0.000609027
1.98047 0.000898764 0.000536412 0.00127668 -0.000140525 0.00182254
1.98145 -0.000268908 -0.000592503 4.50935e-05 -0.00108859 0.000617798
1.98242 -0.000676264 -0.00103907 -0.000372433 -0.00162271 0.000400884
1.9834 0.00066134 0.000323627 0.000986155 -0.000258708 0.00154652
1.98438 0.000503344 0.000172357 0.000813557 -0.000467905 0.00131775
1.98535 -0.00107477 -0.0014141 -0.000739676 -0.00193775 1.59131e-05
1.98633 0.000481534 4.86263e-05 0.000914861 -0.000519997 0.00144056
1.9873 0.000541108 0.000274064 0.000850084 -0.000513384 0.00144795
1.98828 -0.000460115 -0.000769741 -0.000161286 -0.00137589 0.000404141
1.98926 -0.000553467 -0.000857332 -0.000224768 -0.00135845 0.00043469
1.99023 0.00132741 0.000930561 0.00170841 1.32455e-05 0.0022788
1.99121 -0.000582444 -0.000974088 -0.000201485 -0.00153603 0.000354647
1.99219 -0.00024182 -0.00059684 1.40098e-05 -0.00129385 0.000737702
1.99316 0.000414028 0.000122775 0.000709144 -0.000460552 0.00132326
1.99414 0.000741954 0.000414641 0.00105134 -0.000244654 0.00155369
1.99512 -0.00136487 -0.00172963 -0.000984477 -0.00230931 -3.41738e-05
1.99609 0.000835709 0.00042039 0.00124506 -0.000169575 0.00179242
1.99707 0.00020924 -6.16011e-05 0.000544835 -0.000811166 0.00124017
1.99805 -0.000262989 -0.000548563 -8.07842e-06 -0.00123511 0.000571764
1.99902 -0.000750366 -0.00103997 -0.000434974 -0.00152454 0.000216566
2 0.00148567 0.00110479 0.00183682 5.59854e-05 0.00240378
2.00098 -0.000915612 -0.00136115 -0.000482597 -0.00196649 0.000103131
2.00195 -7.61164e-05 -0.000359651 0.000145465 -0.00112573 0.000862565
2.00293 0.000214762 7.87257e-06 0.000479538 -0.000621404 0.00122621
2.00391 0.000742978 0.000420986 0.00104092 -0.000234413 0.00153769
2.00488 -0.00150652 -0.00186742 -0.00110945 -0.00244606 -5.01108e-05
2.00586 0.000978198 0.000590663 0.00136223 -2.93327e-05 0.00192742
