time median 50%_lower 50%_upper 90%_lower 90%_upper
0.142578 -3.21988e-05 -8.8324e-05 7.19491e-06 -0.000265437 0.00014712
0.143555 -5.80453e-05 -0.000140914 -8.53408e-06 -0.000307527 9.33121e-05
0.144531 -3.3172e-05 -9.33499e-05 2.75895e-06 -0.000221617 0.000191644
0.145508 -3.13533e-05 -8.79661e-05 1.01494e-05 -0.000232284 0.000179822
0.146484 -6.07877e-05 -0.000139626 -8.76466e-06 -0.000316271 7.93732e-05
0.147461 -5.37507e-05 -0.000130376 -8.58431e-06 -0.000280322 0.000153297
0.148438 -4.28898e-05 -0.000101261 1.11467e-06 -0.000239931 0.000191668
0.149414 -7.60694e-05 -0.000157363 -2.16589e-05 -0.000359134 0.00011973
0.150391 -7.79149e-05 -0.000164789 -2.76169e-05 -0.000313207 9.48851e-05
0.151367 -4.57786e-05 -0.000105248 -4.05807e-06 -0.000250552 0.000169727
0.152344 -6.87451e-05 -0.000148502 -1.22543e-05 -0.000348244 0.000238427
0.15332 -8.18682e-05 -0.000165793 -3.14042e-05 -0.000312565 6.2998e-05
0.154297 -4.26461e-05 -0.000104551 -1.74966e-06 -0.000254009 0.00016463
0.155273 -4.14606e-05 -0.000114244 8.18802e-06 -0.000299822 0.000320122
0.15625 -4.79494e-05 -0.000125466 1.56173e-07 -0.000282892 0.000108818
0.157227 -2.21116e-05 -8.9354e-05 1.61118e-05 -0.000249497 0.000171006
0.158203 -1.09272e-05 -7.72814e-05 4.22197e-05 -0.000251279 0.000340305
0.15918 -3.87218e-05 -0.000110754 3.25482e-06 -0.000275834 0.000182534
0.160156 -3.86208e-05 -0.000110814 -6.21825e-06 -0.000274173 0.000149328
0.161133 -1.43559e-05 -6.96144e-05 5.24356e-05 -0.000230312 0.000263149
0.162109 -1.85273e-05 -8.26349e-05 3.11968e-05 -0.000247602 0.00030767
0.163086 -1.38017e-05 -8.17393e-05 2.11358e-05 -0.000238262 0.000170346
0.164062 2.22379e-05 -2.37873e-05 8.85689e-05 -0.000172933 0.000244506
0.165039 2.14789e-05 -2.47072e-05 9.84863e-05 -0.000188402 0.00038422
0.166016 9.68659e-06 -3.81481e-05 5.2057e-05 -0.000170054 0.000195816
0.166992 3.17072e-05 -1.16808e-05 9.2236e-05 -0.000190089 0.000243175
0.167969 4.26464e-05 -2.21159e-06 0.000138405 -0.000159789 0.000386927
0.168945 1.83533e-05 -1.35547e-05 7.25219e-05 -0.000127491 0.000218044
0.169922 3.12684e-05 -1.1156e-05 9.13363e-05 -0.000248868 0.000248269
0.170898 6.35164e-05 7.44853e-06 0.000156315 -0.000142019 0.000329699
0.171875 5.06583e-05 9.14992e-06 0.000121472 -8.24268e-05 0.000285539
0.172852 4.93386e-05 -1.12944e-08 0.000113092 -0.000287487 0.000289818
0.173828 7.73716e-05 2.19838e-05 0.000160458 -0.000140764 0.000319414
0.174805 7.20562e-05 2.48529e-05 0.000160805 -7.17575e-05 0.000340426
0.175781 4.95927e-05 9.88093e-07 0.000117552 -0.000247728 0.000316723
0.176758 6.67835e-05 7.7267e-06 0.000147972 -0.000229246 0.000306232
0.177734 7.74247e-05 2.46223e-05 0.000173566 -0.000103624 0.000358214
0.178711 3.85164e-05 -3.97045e-06 0.000109261 -0.000191754 0.000322781
0.179688 4.94343e-05 -2.08088e-06 0.000123121 -0.000325172 0.000280794
0.180664 6.81244e-05 1.6432e-05 0.000153613 -0.000152476 0.000316703
0.181641 3.40531e-05 -3.16649e-06 0.000103375 -0.000121944 0.000323168
0.182617 2.75457e-05 -2.45747e-05 9.61637e-05 -0.00039244 0.000278444
0.183594 3.95899e-05 -4.99281e-06 0.000111377 -0.000207665 0.000267297
0.18457 2.06875e-05 -1.45103e-05 9.17942e-05 -0.000118195 0.000288076
0.185547 5.63604e-06 -6.04569e-05 6.83897e-05 -0.000372103 0.000274919
0.186523 1.64432e-05 -3.03914e-05 7.77605e-05 -0.000279241 0.000220442
0.1875 1.43997e-05 -1.86261e-05 8.61245e-05 -0.000141644 0.00027516
0.188477 -1.28916e-05 -8.84461e-05 3.70271e-05 -0.000306246 0.000263002
0.189453 -9.81946e-06 -8.47516e-05 3.3003e-05 -0.000347698 0.00015438
0.19043 -1.7256e-06 -4.23172e-05 5.65821e-05 -0.000215285 0.000227113
0.191406 -2.82187e-05 -9.54852e-05 1.61362e-05 -0.000238035 0.000257244
0.192383 -3.82675e-05 -0.000128578 3.93906e-06 -0.000376318 0.000119361
0.193359 -1.94455e-05 -7.21792e-05 1.99259e-05 -0.000290478 0.000164876
0.194336 -4.29722e-05 -0.000104894 2.02738e-06 -0.000232926 0.000244168
0.195312 -6.80275e-05 -0.000162031 -1.37429e-05 -0.000352775 0.000125572
0.196289 -4.43909e-05 -0.000106796 -6.12681e-06 -0.000348491 8.87221e-05
0.197266 -4.85194e-05 -0.000112495 1.05584e-06 -0.000253817 0.00026323
0.198242 -7.53351e-05 -0.00016139 -2.04233e-05 -0.00032287 0.000163158
0.199219 -5.90402e-05 -0.000132568 -1.74554e-05 -0.000370893 5.19226e-05
0.200195 -5.1653e-05 -0.00011774 -9.09734e-07 -0.000286375 0.000258346
0.201172 -7.023e-05 -0.000145927 -1.88655e-05 -0.00029649 0.000201025
0.202148 -7.23084e-05 -0.000153449 -2.61512e-05 -0.000344239 3.49957e-05
0.203125 -4.53256e-05 -0.000117807 2.12105e-06 -0.000352403 0.000247183
0.204102 -4.94298e-05 -0.00012005 4.05163e-06 -0.000266036 0.000265838
0.205078 -6.03697e-05 -0.000135525 -1.43018e-05 -0.000298782 8.19536e-05
0.206055 -3.68942e-05 -0.000108899 6.85759e-06 -0.000381175 0.000193609
0.207031 -3.57774e-05 -0.000102581 1.4025e-05 -0.000244058 0.000298234
0.208008 -4.50472e-05 -0.000114193 -3.13134e-06 -0.000265843 0.000162367
0.208984 -1.51926e-05 -8.36715e-05 2.28697e-05 -0.000354817 0.000163798
0.209961 -8.64284e-06 -6.5679e-05 4.63401e-05 -0.000210992 0.000299822
0.210938 -1.91544e-05 -7.45191e-05 1.61666e-05 -0.000212223 0.00021767
0.211914 -9.53564e-06 -7.17173e-05 2.69585e-05 -0.000296754 0.000132131
0.212891 5.53154e-06 -4.21053e-05 6.8158e-05 -0.000228382 0.000291193
0.213867 1.32773e-05 -2.55233e-05 6.28978e-05 -0.000145368 0.000287974
0.214844 1.68146e-05 -3.26421e-05 6.0459e-05 -0.000196985 0.000169086
0.21582 2.75686e-05 -1.55651e-05 9.66001e-05 -0.000237413 0.000254727
0.216797 2.36744e-05 -1.0225e-05 8.90467e-05 -0.000107863 0.000306163
0.217773 1.49036e-05 -2.2504e-05 6.74713e-05 -0.000157725 0.000222103
0.21875 3.95123e-05 -2.41569e-06 0.000103596 -0.000226701 0.000229156
0.219727 5.93028e-05 1.5753e-05 0.000125526 -5.65507e-05 0.000290583
0.220703 4.9361e-05 7.67576e-06 0.000109937 -0.000104012 0.000326794
0.22168 5.18362e-05 4.644e-06 0.000112597 -0.000202575 0.000241993
0.222656 5.97286e-05 1.60345e-05 0.000124755 -8.64009e-05 0.000264871
0.223633 5.3954e-05 7.92075e-06 0.000124749 -0.000107661 0.000388116
0.224609 5.43198e-05 5.57614e-06 0.000119367 -0.000159737 0.000253594
0.225586 6.16856e-05 1.79862e-05 0.000126615 -0.000143965 0.000270596
0.226562 6.1167e-05 1.45454e-05 0.000138003 -9.26047e-05 0.000412584
0.227539 5.91896e-05 1.17638e-05 0.000129677 -0.000136071 0.000284
0.228516 6.1388e-05 1.75579e-05 0.000123096 -0.000200938 0.000267139
0.229492 5.88471e-05 1.07397e-05 0.000134793 -0.000116763 0.00036724
0.230469 4.85603e-05 1.57663e-06 0.000121203 -0.00014193 0.000336482
0.231445 2.89409e-05 -1.07337e-05 8.90739e-05 -0.000243315 0.00023327
0.232422 2.20137e-05 -2.111e-05 8.88601e-05 -0.0001605 0.000269011
0.233398 2.62546e-05 -1.65372e-05 9.67166e-05 -0.000192083 0.000374522
0.234375 1.42106e-05 -1.94034e-05 6.83582e-05 -0.000231211 0.00020047
0.235352 3.27951e-06 -4.08854e-05 5.85233e-05 -0.00021277 0.000209522
0.236328 1.0311e-05 -3.3702e-05 7.35267e-05 -0.000207841 0.000355581
0.237305 8.54988e-06 -2.98573e-05 5.50437e-05 -0.000176833 0.000178088
0.238281 5.73822e-07 -5.49612e-05 4.07273e-05 -0.000270427 0.000168643
0.239258 -1.53547e-06 -6.30348e-05 4.4785e-05 -0.000235431 0.000289011
0.240234 -1.09208e-05 -5.56268e-05 2.70918e-05 -0.000165732 0.000173934
0.241211 -3.78455e-05 -9.5287e-05 -5.85194e-07 -0.00034017 0.000110351
0.242188 -4.94164e-05 -0.000121182 -7.98879e-06 -0.000263937 0.000164518
0.243164 -3.77448e-05 -8.90442e-05 -3.87462e-06 -0.000201894 0.000209733
0.244141 -4.37652e-05 -0.000105739 -1.80608e-06 -0.000357997 0.000128037
0.245117 -5.65368e-05 -0.000131869 -7.36811e-06 -0.000278772 9.4439e-05
0.246094 -3.94481e-05 -0.000100594 1.70249e-07 -0.00022655 0.000227825
0.24707 -4.39181e-05 -0.000109319 1.28946e-06 -0.000318731 0.00016125
0.248047 -6.90961e-05 -0.000149555 -1.84072e-05 -0.00034672 7.33313e-05
0.249023 -6.16045e-05 -0.000132464 -1.84957e-05 -0.000265681 0.000207437
0.25 -5.23875e-05 -0.000118811 -2.12728e-06 -0.000284244 0.000192396
0.250977 -7.29122e-05 -0.000157959 -1.75337e-05 -0.000424224 0.000121552
0.251953 -6.5165e-05 -0.000144181 -1.79645e-05 -0.000283321 0.000170945
0.25293 -3.7582e-05 -0.000102028 9.78307e-06 -0.000254677 0.000221325
0.253906 -6.43022e-05 -0.000147993 -7.12777e-06 -0.000438878 0.000232856
0.254883 -7.31339e-05 -0.000151976 -2.43574e-05 -0.000298997 0.000107772
0.255859 -3.53293e-05 -9.83203e-05 6.53843e-06 -0.000252209 0.000236482
0.256836 -4.20504e-05 -0.000118514 6.82334e-06 -0.000380604 0.000312194
0.257812 -4.91511e-05 -0.000122536 -2.80053e-06 -0.000289848 9.5898e-05
0.258789 -1.37178e-05 -7.57206e-05 2.43198e-05 -0.000232558 0.000265453
0.259766 -7.54994e-06 -7.6448e-05 5.0909e-05 -0.000276673 0.00037552
0.260742 -2.37816e-05 -9.65848e-05 1.47049e-05 -0.000304199 0.000153185
0.261719 -3.90702e-06 -6.85653e-05 3.43439e-05 -0.000232841 0.000260372
0.262695 1.35639e-05 -3.46781e-05 0.00010117 -0.000191383 0.000349349
0.263672 2.53097e-07 -5.93304e-05 5.12859e-05 -0.000296193 0.000265086
